dispatch_id,equipment_id,customer_id,dispatch_date,technician,service_type,hours_spent,labor_cost,resolution_summary,status
DISP-11709,EQ-5738,C-1052,07/09/2024,Mike Johnson,Diagnostic,9.7,1164.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-11710,EQ-6569,C-1310,2021-06-14,   ,Software Update,7.1,532.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-11711,EQ-5399,C-1163,08/28/2023,Maria Garcia,Emergency Repair,4.9,588.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-11712,EQ-6887,C-1217,03/02/2023,Michael Brown,Emergency Repair,4.3,645.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-11713,EQ-7165,C-1443,2024/03/06,James Wilson,Emergency Repair,10.2,1224.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-11714,EQ-7214,C-1418,12-15-2021,Sarah Williams,Emergency Repair,2.4,288.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-11715,EQ-6503,C-1154,12/25/2021,James Wilson,Emergency Repair,7.4,1110.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-11716,EQ-6105,C-1442,09/28/2021,James Wilson,Corrective Maintenance,6.1,457.5,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-11717,EQ-7299,C-1458,2022-04-08T00:00:00Z,Amanda Thompson,Installation,2.0,190.0,<strong>Replaced burnt fuse block. Test run completed successfully.</strong>,completed
DISP-11718,EQ-6546,C-1472,12/01/2023,  Sarah Williams  ,Warranty Replacement,1.9,285.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-11719,EQ-6011,C-1481,2022-03-19T00:00:00Z,Michael Brown,Emergency Repair,6.4,960.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-11720,EQ-5237,C-1386,12/02/2022,Mike Johnson,Installation,7.9,592.5,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-11721,EQ-6862,C-1370,07/08/2023,Michael Brown,Diagnostic,11.2,1344.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-11722,EQ-5106,C-1465,2022-06-02T00:00:00Z,James Wilson,Software Update,5.9,708.0,<p>Calibrated inverter output. System operating within normal parameters.</p>,COMPLETED
DISP-11723,EQ-5734,C-1443,02/22/2022,Michael Brown,Diagnostic,11.8,1121.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-11724,EQ-5368,C-1154,2024-05-01T00:00:00Z,Sarah Williams,Warranty Replacement,4.1,307.5,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-11725,EQ-6686,C-1298,08-14-2024,Robert Martinez,Preventive Maintenance,11.9,1785.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-11726,EQ-7106,C-1511,2022/05/10,Mike Johnson,Installation,2.2,$330.00,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-11727,EQ-6030,C-1213,02/14/2022,Robert Martinez,Diagnostic,3.4,323.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-11728,EQ-6670,C-1456,2023/06/22,   Carlos Sanchez,Emergency Repair,5.3,$795.00,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-11729,EQ-6595,C-1068,06-18-2023,Amanda Thompson,Installation,3.2,304.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-11730,EQ-6832,C-1487,2024-07-14,Lisa Rodriguez,Installation,7.9,592.5,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-11731,EQ-5332,C-1268,2023/06/07,James Wilson,Warranty Replacement,6.6,990.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-11732,EQ-6741,C-1305,2024-02-02,Sarah Williams,Diagnostic,11.8,1121.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-11733,EQ-6866,C-1267,08/31/2021,Carlos Sanchez,Emergency Repair,5.5,660.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-11734,EQ-5718,C-1100,02-10-2023,Carlos Sanchez,Installation,1.4,133.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-11735,EQ-7007,C-1156,03/10/2022,  Jennifer Chen  ,Preventive Maintenance,10.8,$1620.00,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-11736,EQ-5622,C-1508,02-19-2022,   Carlos Sanchez,Software Update,10.8,1620.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-11737,EQ-7125,C-1056,2021-08-03T00:00:00Z,   Robert Martinez,Emergency Repair,5.0,475.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-11738,EQ-6590,C-1362,06/17/2023,Maria Garcia,Preventive Maintenance,4.5,427.5,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-11739,EQ-5216,C-1126,2023-01-30T00:00:00Z,Lisa   Rodriguez,Emergency Repair,1.9,285.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-11740,EQ-6747,C-1323,2022/09/04,  Maria Garcia  ,Corrective Maintenance,10.2,1224.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-11741,EQ-5616,C-1278,2023-01-30,NULL,Diagnostic,2.6,195.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-11742,EQ-5253,C-1146,2022-01-27T00:00:00Z,David Lee,Emergency Repair,8.4,630.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-11743,EQ-6476,C-1056,06/22/2021,Mike Johnson,Diagnostic,11.4,1368.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-11744,EQ-5439,C-1368,2023/08/22,Patricia Davis,Warranty Replacement,2.8,266.0,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-11745,EQ-7451,C-1071,2023-03-07,Sarah Williams,Diagnostic,7.8,741.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-11746,EQ-6710,C-1403,2023-07-06T00:00:00Z,Jennifer Chen,Installation,11.3,1073.5,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-11747,EQ-6880,C-1466,2023/11/09,Michael Brown,Diagnostic,2.9,435.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-11748,EQ-6771,C-1310,02/14/2022,David Lee,Software Update,4.3,408.5,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-11749,EQ-7427,C-1102,2023/04/03,Sarah Williams,Diagnostic,7.5,1125.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-11750,EQ-5991,C-1268,11/02/2021,Mike Johnson,Emergency Repair,1.2,90.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-11751,EQ-5170,C-1261,11/19/2022,   Mike Johnson,Warranty Replacement,6.5,975.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-11752,EQ-7422,C-1019,2023/10/11,David Lee,Corrective Maintenance,8.4,798.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-11753,EQ-5641,C-1414,2024-06-27T00:00:00Z,Carlos Sanchez,Warranty Replacement,9.3,1395.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-11754,EQ-5985,C-1292,2021-09-15,Michael Brown,Software Update,11.1,1665.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-11755,EQ-6589,C-1434,2021/06/14,Mike Johnson,Emergency Repair,2.8,266.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-11756,EQ-5764,C-1165,2022-10-06T00:00:00Z,Carlos Sanchez,Installation,7.7,577.5,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-11757,EQ-6710,C-1403,06/10/2021,   Robert Martinez,Software Update,7.4,703.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-11758,EQ-5354,C-1220,2024/05/13,Sarah Williams,Emergency Repair,5.8,551.0,<strong>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</strong>,COMPLETED
DISP-11759,EQ-5244,C-1182,04/01/2022,Lisa Rodriguez,Corrective Maintenance,1.0,75.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-11760,EQ-7051,C-1231,10/04/2021,Sarah Williams,Emergency Repair,1.5,180.0,<div>Replaced burnt fuse block. Test run completed successfully.</div>,completed
DISP-11761,EQ-6283,C-1230,2023-04-13T00:00:00Z,Robert Martinez,Installation,4.5,337.5,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-11762,EQ-5686,C-1191,02/08/2022,Sarah Williams,Emergency Repair,10.6,USD 1272.00,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-11763,EQ-5536,C-1048,2024-03-28T00:00:00Z,Amanda   Thompson,Installation,4.3,408.5,<html>Replaced faulty thermal sensor and verified system bus voltage.</html>,COMPLETED
DISP-11764,EQ-5153,C-1199,2022/10/06,Amanda Thompson,Preventive Maintenance,0.9,108.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-11765,EQ-6530,C-1301,2023-09-17T00:00:00Z,Sarah Williams  ,Preventive Maintenance,6.9,828.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-11766,EQ-7052,C-1170,02/07/2023,Amanda Thompson,Warranty Replacement,9.0,1080.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-11767,EQ-5590,C-1159,2021-10-22,Amanda Thompson,Warranty Replacement,8.9,845.5,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-11768,EQ-7353,C-1065,2024/04/02,James Wilson,Preventive Maintenance,4.8,720.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-11769,EQ-7374,C-1024,2024-01-02,Sarah Williams,Preventive Maintenance,8.7,652.5,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-11770,EQ-6161,C-1494,2024-07-25,Carlos   Sanchez,Warranty Replacement,6.3,756.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-11771,EQ-6199,C-1443,10-27-2023,Maria   Garcia,Preventive Maintenance,6.5,617.5,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-11772,EQ-7107,C-1044,09/29/2022,Maria Garcia,Diagnostic,9.1,864.5,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-11773,EQ-7457,C-1027,09/11/2022,James Wilson,Corrective Maintenance,11.0,1320.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-11774,EQ-5744,C-1278,2023-12-17,   Sarah Williams,Corrective Maintenance,7.6,1140.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-11775,EQ-6013,C-1344,03/05/2024,James Wilson,Software Update,11.3,1695.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-11776,EQ-7419,C-1494,2021-09-26,Amanda Thompson,Software Update,4.2,$504.00,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-11777,EQ-6893,C-1083,09/15/2023,Patricia Davis,Software Update,0.5,37.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-11778,EQ-5281,C-1442,2023-12-20T00:00:00Z,  Jennifer Chen  ,Software Update,3.5,525.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-11779,EQ-6163,C-1224,2024-03-12,Amanda Thompson,Corrective Maintenance,6.2,930.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-11780,EQ-6299,C-1518,2022-04-25T00:00:00Z,Lisa Rodriguez,Preventive Maintenance,6.6,990.0,<strong>Replaced faulty thermal sensor and verified system bus voltage.</strong>,completed
DISP-11781,EQ-5961,C-1099,01/23/2023,Patricia Davis,Diagnostic,1.9,228.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-11782,EQ-6921,C-1481,2021-06-22,Amanda Thompson  ,Diagnostic,3.0,285.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-11783,EQ-6738,C-1294,03/21/2022,Carlos Sanchez,Installation,6.1,915.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-11784,EQ-6441,C-1204,2023/11/05,Maria Garcia,Installation,2.1,157.5,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-11785,EQ-5873,C-1338,2022-11-17,   Maria Garcia,Emergency Repair,10.7,1016.5,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-11786,EQ-5678,C-1471,04/07/2023,Amanda   Thompson,Preventive Maintenance,1.2,114.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-11787,EQ-5492,C-1372,10/05/2022,Amanda Thompson,Installation,0.7,52.5,<div>Replaced burnt fuse block. Test run completed successfully.</div>,Completed
DISP-11788,EQ-6503,C-1154,2022-07-06,Maria Garcia,Preventive Maintenance,6.0,570.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-11789,EQ-7383,C-1476,2022-07-30T00:00:00Z,David Lee,Preventive Maintenance,6.5,780.0,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-11790,EQ-5848,C-1048,2023-11-12T00:00:00Z,Carlos Sanchez,Emergency Repair,4.1,307.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-11791,EQ-99748,C-99984,2022-07-23,James   Wilson,Emergency Repair,4.3,516.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-11792,EQ-5870,C-1379,2022-03-07T00:00:00Z,Robert Martinez,Diagnostic,5.6,420.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-11793,EQ-5224,C-1152,07-16-2021,Patricia Davis,Warranty Replacement,5.4,648.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-11794,EQ-5616,C-1278,2022/03/03,Robert Martinez,Installation,8.5,1275.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-11795,EQ-6811,C-1331,2021/11/19,Michael Brown,Preventive Maintenance,5.6,840.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-11796,EQ-5021,C-1430,07/06/2024,Patricia Davis  ,Installation,7.9,USD 948.00,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-11797,EQ-7250,C-1143,2021-11-18T00:00:00Z,Jennifer Chen,Warranty Replacement,6.5,617.5,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-11798,EQ-6247,C-1086,2024/03/11,Sarah Williams,Installation,1.4,$168.00,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-11799,EQ-5166,C-1307,03-16-2022,Amanda Thompson,Warranty Replacement,6.0,720.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-11800,EQ-6612,C-1245,2022/12/08,   Maria Garcia,Installation,6.7,1005.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-11801,EQ-6711,C-1487,2024-03-20T00:00:00Z,Sarah Williams,Software Update,11.8,1416.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-11802,EQ-6722,C-1506,2021-08-22,NULL,Diagnostic,8.3,996.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-11803,EQ-6525,C-1243,2021-08-27T00:00:00Z,James Wilson,Preventive Maintenance,6.9,828.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-11804,EQ-6187,C-1456,2022-02-16T00:00:00Z,  Maria Garcia  ,Warranty Replacement,3.1,232.5,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-11805,EQ-7030,C-1250,04/16/2024,Robert Martinez,Diagnostic,3.9,292.5,<b>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</b>,Completed
DISP-11806,EQ-7155,C-1050,2022-08-14,James Wilson,Installation,3.2,240,<p>Performed standard preventive check. Updated firmware to v4.2.1.</p>,Pending
DISP-11807,EQ-6608,C-1081,2022-03-08T00:00:00Z,Carlos Sanchez,Preventive Maintenance,4.0,480.0,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-11808,EQ-6605,C-1129,05-13-2023,Robert Martinez,Installation,8.5,USD 637.50,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-11809,EQ-5582,C-1252,2022-04-06T00:00:00Z,Amanda Thompson,Software Update,10.2,1224.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-11810,EQ-5586,C-1293,02/10/2022,Robert Martinez,Installation,8.2,615.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-11811,EQ-5011,C-1472,2023/08/01,Robert Martinez,Warranty Replacement,7.7,731.5,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-11812,EQ-5131,C-1107,01/27/2024,Robert Martinez,Warranty Replacement,10.9,1308.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-11813,EQ-7079,C-1081,10/15/2022,Jennifer Chen,Diagnostic,2.3,$345.00,<html><body>Performed standard preventive check. Updated firmware to v4.2.1.</body></html>,COMPLETED
DISP-11814,EQ-6517,C-1305,2024-05-16T00:00:00Z,Jennifer Chen,Diagnostic,8.2,615.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-11815,EQ-7475,C-1303,2021-11-18,Patricia Davis,Emergency Repair,12.0,1140.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-11816,EQ-7062,C-1106,2024-03-05T00:00:00Z,Lisa Rodriguez,Corrective Maintenance,8.5,807.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-11817,EQ-5977,C-1166,05-27-2022,Maria Garcia,Corrective Maintenance,5.5,660.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-11818,EQ-5899,C-1480,03/16/2022,Maria Garcia,Emergency Repair,3.1,294.5,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-11819,EQ-6677,C-1133,07/02/2023,Patricia Davis,Software Update,10.3,978.5,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-11820,EQ-5815,C-1483,04/07/2023,Jennifer Chen,Preventive Maintenance,11.1,1332.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-11821,EQ-5778,C-1435,02/04/2024,Sarah Williams,Installation,1.6,120.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
