equipment_id,customer_id,model,serial_number,install_date,capacity_kw,voltage,warranty_expiration,status,location_notes
EQ-7239,C-1243,X-5000,SN-X5000-71554,2022/06/01,250,240V,2024/05/31,Maintenance,Primary power grid node
EQ-5722,C-1138,X-3000,SN-X3000-37241,01-13-2023,100,120V,2024-01-13,IN SERVICE,Backup unit near loading dock
EQ-7474,C-1390,X-5000,SN-X5000-79023,10/14/2021,250,240V,10/13/2024,IN SERVICE,Primary power grid node
EQ-6346,C-1128,X-5000,SN-X5000-49030,04/21/2023,250,240V,04/20/2024,In Service,<p>Backup unit near loading dock</p>
EQ-5678,C-1471,X-5000,SN-X5000-93877,2023-09-24T00:00:00Z,250,240V,2024-09-23T00:00:00Z,Standby,
EQ-5373,C-1378,X-12000,SN-X12000-21930,11/23/2021,1500,600V,2024-11-22T00:00:00Z,IN SERVICE,Primary power grid node
EQ-7440,C-1051,X-12000,SN-X12000-61906,2023-12-03,1500,600V,12/02/2025,IN SERVICE,Rooftop solar coupler
EQ-5300,C-1369,X-12000,SN-X12000-92775,01/29/2023,1500,600V,2026-01-28T00:00:00Z,IN SERVICE,Underground vault 4
EQ-7125,C-1056,X-7000,SN-X7000-71903,07/11/2021,500,480V,2024-07-10T00:00:00Z,Standby,Primary power grid node
EQ-5703,C-1379,X-5000,SN-X5000-51252,2022/06/26,250,240V,06-25-2024,IN SERVICE,Primary power grid node
EQ-5057,C-1375,X-9000,SN-X9000-84623,2021/04/20,1000,480V,04/19/2024,Maintenance,Primary power grid node
EQ-5773,C-1295,X-12000,SN-X12000-50238,2024-01-15T00:00:00Z,1500,600V,01-14-2026,Decommissioned,   
EQ-5901,C-1036,X-12000,SN-X12000-98307,2024-04-29T00:00:00Z,1500,600V,2026-04-29,in service,<html><body>Rooftop solar coupler</body></html>
EQ-7131,C-1222,X-7000,SN-X7000-32306,09/23/2021,500,480V,09-22-2024,In Service,Underground vault 4
EQ-6265,C-1107,X-3000,SN-X3000-59047,07-12-2021,100,120V,07-11-2024,In Service,Primary power grid node
EQ-5344,C-1213,X-5000,SN-X5000-99449,02-08-2024,250,240V,2025-02-07T00:00:00Z,Maintenance,Primary power grid node
EQ-6086,C-1079,X-7000,SN-X7000-23294,12/24/2021,500,480V,2022-12-24T00:00:00Z,IN SERVICE,NULL
EQ-6567,C-1138,X-9000,SN-X9000-27303,2023/04/18,1000,480V,2025-04-17T00:00:00Z,In Service,Rooftop solar coupler
EQ-6599,C-1344,X-5000,SN-X5000-75960,12-28-2023,250,240V,12/27/2024,Standby,Underground vault 4
EQ-5511,C-1362,X-12000,SN-X12000-24179,2023-03-03T00:00:00Z,1500,600V,2026-03-02,In Service,Rooftop solar coupler
EQ-5584,C-1343,X-5000,SN-X5000-58504,2022-10-24,250,240V,10-23-2024,Standby,
EQ-5674,C-1184,X-5000,SN-X5000-18613,12/25/2022,250,240V,2023-12-25,in service,Rooftop solar coupler
EQ-6307,C-1124,X-3000,SN-X3000-73677,2023/08/23,100,120V,2025/08/22,Standby,Primary power grid node
EQ-7499,C-1338,X-3000,SN-X3000-17477,12/04/2023,100,120V,2026-12-03T00:00:00Z,IN SERVICE,<html>Underground vault 4</html>
EQ-7040,C-1308,X-3000,SN-X3000-49469,2021/12/10,100,120V,2022/12/10,IN SERVICE,Rooftop solar coupler
EQ-6540,C-1010,X-9000,SN-X9000-54686,2022/03/18,1000,480V,2024-03-17T00:00:00Z,In Service,Backup unit near loading dock
EQ-5395,C-1500,X-7000,SN-X7000-36822,06-17-2022,500,480V,2023-06-17T00:00:00Z,in service,Backup unit near loading dock
EQ-6659,C-1323,X-9000,SN-X9000-39812,07/20/2022,1000,480V,2023-07-20T00:00:00Z,Standby,Underground vault 4
EQ-6161,C-1494,X-5000,SN-X5000-62985,2021-06-08T00:00:00Z,250,240V,2022/06/08,IN SERVICE,Backup unit near loading dock
EQ-5889,C-1463,X-9000,SN-X9000-44035,05/08/2021,1000,480V,2023-05-08,In Service,Primary power grid node
EQ-6744,C-1417,X-5000,SN-X5000-60120,04/09/2022,250,240V,04/08/2025,In Service,Substation B switchgear bay
EQ-6456,C-1065,X-3000,SN-X3000-94032,03-31-2023,100,120V,03/30/2025,IN SERVICE,<b>Primary power grid node</b>
EQ-5528,C-1364,X-7000,SN-X7000-84853,2023-09-19T00:00:00Z,500,480V,09/18/2026,in service,<b>Rooftop solar coupler</b>
EQ-6702,C-1340,X-9000,SN-X9000-44590,11-07-2023,1000,480V,11/06/2024,In Service,
EQ-7046,C-1137,X-9000,SN-X9000-16058,2022-08-10T00:00:00Z,1000,480V,2023-08-10T00:00:00Z,Standby,Underground vault 4
EQ-6039,C-1222,X-5000,SN-X5000-20673,2024/04/10,250,240V,04/10/2025,Standby,Backup unit near loading dock
EQ-5225,C-1245,X-5000,SN-X5000-93454,06/02/2021,250,240V,06/02/2023,IN SERVICE,Primary power grid node
EQ-7307,C-1215,X-7000,SN-X7000-80817,2022/03/06,500,480V,03/05/2024,In Service,Underground vault 4
EQ-5481,C-1096,X-12000,SN-X12000-13836,2023-01-28T00:00:00Z,1500,600V,2024-01-28T00:00:00Z,IN SERVICE,Backup unit near loading dock
EQ-5955,C-1095,X-3000,SN-X3000-10973,2022/12/11,100,120V,12/10/2025,Maintenance,Rooftop solar coupler
EQ-5603,C-1491,X-5000,SN-X5000-16978,2024-06-10,250,240V,2025/06/10,IN SERVICE,Primary power grid node
EQ-7159,C-1081,X-3000,SN-X3000-31132,2023/09/21,100,120V,09/20/2026,in service,<p>Substation B switchgear bay</p>
EQ-5386,C-1049,X-12000,SN-X12000-26484,2021/08/11,1500,600V,08-11-2022,Maintenance,Primary power grid node
EQ-6527,C-1323,X-7000,SN-X7000-47540,09/04/2021,500,480V,2022-09-04T00:00:00Z,Decommissioned,Primary power grid node
EQ-6772,C-1369,X-7000,SN-X7000-13513,05/31/2024,500,480V,05-31-2027,Decommissioned,Substation B switchgear bay
EQ-7388,C-1484,X-7000,SN-X7000-65002,08/29/2023,500,480V,2024-08-28T00:00:00Z,Standby,Backup unit near loading dock
EQ-5477,C-1507,X-9000,SN-X9000-97183,10-21-2023,1000,480V,10-20-2024,IN SERVICE,High humidity bay installation
EQ-5195,C-1471,X-5000,SN-X5000-87717,04/12/2022,250,240V,04-12-2023,In Service,
EQ-5488,C-1296,X-3000,SN-X3000-57750,06/23/2023,100,120V,2026-06-22,Standby,Primary power grid node
EQ-6397,C-1095,X-3000,SN-X3000-50059,12-28-2021,100,120V,2024-12-27,IN SERVICE,Underground vault 4
EQ-7416,C-1100,X-12000,SN-X12000-33649,03/13/2023,1500,600V,03/12/2026,Standby,<b>Primary power grid node</b>
EQ-6615,C-1405,X-9000,SN-X9000-76215,2021-06-26,1000,480V,06-25-2024,Decommissioned,Primary power grid node
EQ-6903,C-1016,X-12000,SN-X12000-38468,2021-06-04,1500,600V,06/04/2022,IN SERVICE,Underground vault 4
EQ-5566,C-1356,X-9000,SN-X9000-69080,09/15/2023,1000,480V,09/14/2025,IN SERVICE,Backup unit near loading dock
EQ-5881,C-1130,X-9000,SN-X9000-62453,2022-02-07T00:00:00Z,1000,480V,2023/02/07,in service,Primary power grid node
EQ-6455,C-1475,X-3000,SN-X3000-30281,11-24-2023,100,120V,11/23/2024,in service,Primary power grid node
EQ-6809,C-1185,X-5000,SN-X5000-21159,12/20/2021,250,240V,2024-12-19T00:00:00Z,In Service,Backup unit near loading dock
EQ-6870,C-1069,X-12000,SN-X12000-34212,08-07-2022,1500,600V,2024-08-06T00:00:00Z,Standby,Underground vault 4
EQ-5649,C-1363,X-5000,SN-X5000-13823,2022-09-22,250,240V,2023-09-22T00:00:00Z,Standby,Substation B switchgear bay
EQ-5334,C-1440,X-3000,SN-X3000-12244,2023-05-03,100,120V,05-02-2026,in service,Rooftop solar coupler
EQ-7381,C-1048,X-3000,SN-X3000-17893,2022/07/03,100,120V,2025-07-02,Decommissioned,<p>High humidity bay installation</p>
EQ-7252,C-1083,X-3000,SN-X3000-45796,2024/02/12,100,120V,2026-02-11,in service,Rooftop solar coupler
EQ-6737,C-1379,X-9000,SN-X9000-42549,04-09-2021,1000,480V,2023-04-09T00:00:00Z,in service,High humidity bay installation
EQ-5574,C-1223,X-9000,SN-X9000-86850,03-16-2024,1000,480V,03-16-2027,IN SERVICE,Underground vault 4
EQ-6103,C-1486,X-7000,SN-X7000-89874,2022-10-06,500,480V,2025/10/05,In Service,High humidity bay installation
EQ-6099,C-1433,X-9000,SN-X9000-77182,2022/07/22,1000,480V,2024-07-21,Maintenance,Primary power grid node
EQ-5001,C-1456,X-7000,SN-X7000-71300,09/17/2022,500,480V,2023/09/17,In Service,Substation B switchgear bay
EQ-6988,C-1042,X-12000,SN-X12000-21407,2021/04/06,1500,600V,04-05-2024,Decommissioned,Rooftop solar coupler
EQ-7126,C-1280,X-3000,SN-X3000-85771,2023-04-03,100,120V,04-02-2024,decommissioned,   Backup unit near loading dock
EQ-7101,C-1224,X-5000,SN-X5000-56412,12/03/2021,250,240V,2022-12-03T00:00:00Z,in service,Rooftop solar coupler
EQ-6344,C-1450,X-12000,SN-X12000-26389,08/06/2023,1500,600V,08/05/2025,IN SERVICE,Underground vault 4
EQ-5721,C-1374,X-12000,SN-X12000-30052,10-01-2021,1500,600V,2024-09-30,Standby,Rooftop solar coupler
EQ-6884,C-1207,X-9000,SN-X9000-58247,2021/12/07,1000,480V,12/07/2022,in service,Underground vault 4
EQ-6124,C-1247,X-12000,SN-X12000-39347,2022/10/15,1500,600V,10/14/2025,Decommissioned,Underground vault 4
EQ-5516,C-1439,X-5000,SN-X5000-12487,2021-06-05,250,240V,06-05-2022,in service,Rooftop solar coupler
EQ-7299,C-1458,X-9000,SN-X9000-81450,2021-09-06T00:00:00Z,1000,480V,09/06/2022,Maintenance,Backup unit near loading dock
EQ-5831,C-1403,X-3000,SN-X3000-74673,05-26-2022,100,120V,2025-05-25T00:00:00Z,Maintenance,Rooftop solar coupler
EQ-5406,C-1022,X-3000,SN-X3000-92638,2021/05/14,100,120V,2023/05/14,IN SERVICE,Rooftop solar coupler
EQ-7140,C-1030,X-3000,SN-X3000-51043,2022/08/19,100,120V,2024-08-18,IN SERVICE,Backup unit near loading dock
EQ-6227,C-1407,X-7000,SN-X7000-70101,2022/10/30,500,480V,2025-10-29T00:00:00Z,In Service,
EQ-7369,C-1272,X-12000,SN-X12000-32339,2022-07-15T00:00:00Z,1500,600V,2023/07/15,in service,High humidity bay installation
EQ-7435,C-1446,X-7000,SN-X7000-72948,2023-07-18T00:00:00Z,500,480V,2025-07-17T00:00:00Z,In Service,Underground vault 4
EQ-5600,C-1100,X-12000,SN-X12000-31091,2022/09/19,1500,600V,2025-09-18,Maintenance,Backup unit near loading dock
EQ-7079,C-1081,X-3000,SN-X3000-33308,2021/09/18,100,120V,09/17/2024,Decommissioned,Primary power grid node
EQ-5929,C-1346,X-12000,SN-X12000-37175,2022-04-02T00:00:00Z,1500,600V,2023-04-02T00:00:00Z,In Service,<p>Backup unit near loading dock</p>
EQ-5956,C-1241,X-5000,SN-X5000-32302,2024-05-18T00:00:00Z,250,240V,2026-05-18,in service,Primary power grid node
EQ-5322,C-1397,X-3000,SN-X3000-64689,2023-11-06T00:00:00Z,100,120V,11/05/2026,Decommissioned,Backup unit near loading dock
EQ-6131,C-1355,X-12000,SN-X12000-14911,09/14/2023,1500,600V,09/13/2025,Decommissioned,Rooftop solar coupler
EQ-5968,C-1293,X-9000,,03/12/2024,1000,480V,2027/03/12,in service,Primary power grid node
EQ-5628,C-1359,X-7000,SN-X7000-61270,04/12/2022,500,480V,2024-04-11T00:00:00Z,In Service,<strong>Rooftop solar coupler</strong>
EQ-5378,C-1362,X-3000,SN-X3000-20962,2023-01-21,100,120V,01/21/2024,Standby,Underground vault 4
EQ-6257,C-1393,X-9000,SN-X9000-27949,2023-05-06,1000,480V,2024/05/05,Decommissioned,<strong>High humidity bay installation</strong>
EQ-6052,C-1145,X-5000,SN-X5000-11096,04/30/2023,250,240V,2024-04-29,IN SERVICE,Underground vault 4
EQ-7133,C-1435,X-9000,SN-X9000-86085,2021-12-04,1000,480V,2023-12-04,IN SERVICE,Rooftop solar coupler
EQ-7249,C-1357,X-9000,SN-X9000-57388,07/23/2022,1000,480V,2025-07-22T00:00:00Z,In Service,High humidity bay installation
EQ-5415,C-1335,X-9000,SN-X9000-82443,10-22-2023,1000,480V,2024-10-21T00:00:00Z,Decommissioned,High humidity bay installation
EQ-6416,C-1107,X-3000,SN-X3000-78629,2022/09/16,100,120V,09-15-2025,Maintenance,Primary power grid node
EQ-6669,C-1151,X-5000,SN-X5000-96692,2021/12/27,250,240V,2023/12/27,Standby,Primary power grid node
EQ-5525,C-1056,X-3000,SN-X3000-22462,2024-04-22T00:00:00Z,100,120V,2025-04-22T00:00:00Z,decommissioned,High humidity bay installation
EQ-6376,C-1057,X-3000,SN-X3000-85583,2022-04-06T00:00:00Z,100,120V,2025-04-05,IN SERVICE,Underground vault 4
EQ-6753,C-1145,X-3000,SN-X3000-21326,01/17/2022,100,120V,2025-01-16T00:00:00Z,Decommissioned,Substation B switchgear bay
EQ-6180,C-1011,X-5000,SN-X5000-21584,2021/05/30,250,240V,05/30/2022,In Service,Rooftop solar coupler
EQ-6834,C-1447,X-5000,SN-X5000-61691,2021-05-24T00:00:00Z,250,240V,05/24/2022,Standby,<html><body>Rooftop solar coupler</body></html>
EQ-5276,C-1456,X-5000,SN-X5000-51184,03/25/2023,250,240V,2025/03/24,in service,Backup unit near loading dock
EQ-7169,C-1025,X-12000,SN-X12000-82577,10-17-2023,1500,600V,2025-10-16,Maintenance,Rooftop solar coupler
EQ-5962,C-1414,X-5000,SN-X5000-42202,2022-10-13T00:00:00Z,250,240V,2023-10-13,in service,Substation B switchgear bay
EQ-7234,C-1033,X-3000,SN-X3000-61811,09-12-2023,100,120V,2025-09-11,Standby,Backup unit near loading dock
EQ-5838,C-1249,X-7000,SN-X7000-36828,04-11-2022,500,480V,04/11/2023,in service,   
EQ-7346,C-1158,X-12000,SN-X12000-60347,2022/11/08,1500,600V,11/07/2025,in service,High humidity bay installation
EQ-5379,C-1362,X-3000,SN-X3000-80651,2023-05-01,100,120V,04/30/2024,Standby,Underground vault 4
EQ-5621,C-1470,X-3000,SN-X3000-85887,2021-11-29,100,120V,11/29/2022,in service,High humidity bay installation
EQ-6236,C-1072,X-5000,SN-X5000-59358,10-28-2022,250,240V,10-27-2025,Maintenance,Primary power grid node
EQ-7334,C-1497,X-5000,SN-X5000-25440,2024-04-25,250,240V,04/25/2025,IN SERVICE,<strong>Primary power grid node</strong>
EQ-5138,C-1454,X-5000,SN-X5000-93424,2024-01-16,250,240V,01/15/2025,Decommissioned,Backup unit near loading dock
EQ-6855,C-1473,X-9000,SN-X9000-86739,2022-05-02,1000,480V,2024/05/01,In Service,Underground vault 4
EQ-5067,C-1272,X-5000,SN-X5000-67685,10/14/2022,250,240V,2023/10/14,In Service,Backup unit near loading dock
EQ-5583,C-1504,X-12000,SN-X12000-98641,2021-10-18,1500,600V,2022/10/18,In Service,Backup unit near loading dock
EQ-6758,C-1105,X-7000,SN-X7000-20905,2023-06-26T00:00:00Z,500,480V,2024-06-25T00:00:00Z,In Service,Substation B switchgear bay
EQ-6954,C-1442,X-7000,SN-X7000-29475,2021-10-15,500,480V,10/15/2022,Maintenance,Substation B switchgear bay
EQ-6512,C-1445,X-9000,SN-X9000-42980,06-30-2023,1000,480V,06/29/2026,Maintenance,Underground vault 4
EQ-6689,C-1494,X-9000,SN-X9000-38628,03/16/2024,1000,480V,2026/03/16,IN SERVICE,High humidity bay installation
EQ-6674,C-1019,X-9000,SN-X9000-35774,2022-06-21T00:00:00Z,1000,480V,2023-06-21,In Service,High humidity bay installation
EQ-5233,C-1474,X-3000,SN-X3000-76368,01/23/2022,100,120V,01/22/2025,in service,Substation B switchgear bay
EQ-7268,C-1239,X-5000,SN-X5000-61555,04-04-2024,250,240V,2026-04-04,Maintenance,Rooftop solar coupler
EQ-5588,C-1463,X-12000,SN-X12000-30880,2023-06-05T00:00:00Z,1500,600V,2026/06/04,Maintenance,Primary power grid node
EQ-6146,C-1296,X-3000,SN-X3000-26777,2021-12-30T00:00:00Z,100,120V,2024-12-29T00:00:00Z,Standby,<strong>Backup unit near loading dock</strong>
EQ-5026,C-1125,X-7000,SN-X7000-10662,07-13-2023,500,480V,07-12-2024,In Service,Rooftop solar coupler
EQ-6607,C-1236,X-3000,SN-X3000-93106,07/17/2021,100,120V,07/17/2023,IN SERVICE,Backup unit near loading dock
EQ-5123,C-1235,X-5000,SN-X5000-15344,2022-08-17,250,240V,2025/08/16,IN SERVICE,Underground vault 4
EQ-7164,C-1365,X-5000,SN-X5000-18418,2022-10-29,250,240V,10/28/2025,Decommissioned,Substation B switchgear bay
EQ-7417,C-1124,X-7000,SN-X7000-86861,2021-04-21,500,480V,2022-04-21T00:00:00Z,Maintenance,<html>Rooftop solar coupler</html>
EQ-7324,C-1177,X-7000,SN-X7000-69096,2023-05-28,500,480V,05/27/2024,in service,<b>Backup unit near loading dock</b>
EQ-5260,C-1376,X-12000,SN-X12000-71515,2023-02-20T00:00:00Z,1500,600V,2024-02-20T00:00:00Z,Standby,   
EQ-7396,C-1050,X-5000,SN-X5000-65058,11/07/2022,250,240V,11/06/2025,IN SERVICE,Underground vault 4
EQ-7497,C-1222,X-12000,SN-X12000-30527,2021-04-12,1500,600V,04-12-2022,Decommissioned,Underground vault 4
EQ-6925,C-1199,X-12000,SN-X12000-34863,07-01-2023,1500,600V,06-30-2026,Standby,High humidity bay installation
EQ-6670,C-1456,X-5000,SN-X5000-52225,2021-12-15T00:00:00Z,250,240V,12/14/2024,Standby,NULL
EQ-6627,C-1255,X-9000,SN-X9000-12415,2022/05/15,1000,480V,2023-05-15,Maintenance,Rooftop solar coupler
EQ-7096,C-1113,X-5000,   ,2021-08-18,250,240V,08/17/2024,in service,NULL
EQ-6154,C-1034,X-3000,SN-X3000-99998,2023-12-14,100,120V,2025-12-13,In Service,Backup unit near loading dock  
EQ-7489,C-1171,X-9000,SN-X9000-96484,2021-08-02T00:00:00Z,1000,480V,2022-08-02,Maintenance,Primary power grid node
EQ-6947,C-1004,X-3000,SN-X3000-18245,04/16/2023,100,120V,04-15-2025,IN SERVICE,Backup unit near loading dock
EQ-7332,C-1106,X-3000,SN-X3000-61472,2022-10-11T00:00:00Z,100,120V,10/10/2025,in service,Primary power grid node
EQ-5911,C-1119,X-9000,SN-X9000-51950,2023-11-24,1000,480V,11/23/2024,Decommissioned,
EQ-5933,C-1510,X-9000,SN-X9000-41675,2024-05-12,1000,480V,05/12/2025,Decommissioned,Backup unit near loading dock
EQ-6056,C-1171,X-9000,SN-X9000-27438,11-06-2023,1000,480V,11-05-2025,Maintenance,High humidity bay installation
EQ-7127,C-1386,X-5000,SN-X5000-32342,2022/03/05,250,240V,2024-03-04,Standby,   
EQ-6040,C-1500,X-3000,SN-X3000-77337,05-02-2023,100,120V,05/01/2026,Decommissioned,Rooftop solar coupler
EQ-5456,C-1457,X-5000,SN-X5000-81589,2024-06-16,250,240V,06/16/2025,in service,Rooftop solar coupler
EQ-6990,C-1079,X-12000,SN-X12000-70527,2022-07-18T00:00:00Z,1500,600V,07/17/2024,Maintenance,NULL
EQ-7425,C-1305,X-9000,SN-X9000-60454,2023-06-15T00:00:00Z,1000,480V,06-14-2024,In Service,Underground vault 4
EQ-7376,C-1069,X-5000,SN-X5000-30640,10/19/2022,250,240V,2025-10-18T00:00:00Z,IN SERVICE,Rooftop solar coupler
EQ-7003,C-1488,X-9000,SN-X9000-78794,2021/06/27,1000,480V,06/26/2024,in service,<p>Primary power grid node</p>
EQ-5486,C-1362,X-9000,SN-X9000-10352,2022-04-18,1000,480V,04-17-2025,IN SERVICE,Rooftop solar coupler
EQ-6912,C-1268,X-12000,SN-X12000-96400,2023-02-09,1500,600V,2025-02-08T00:00:00Z,Maintenance,High humidity bay installation
EQ-5990,C-1447,X-5000,SN-X5000-69691,07/30/2021,250,240V,2023-07-30,Standby,Substation B switchgear bay
EQ-6815,C-1498,X-7000,SN-X7000-19739,05/20/2024,500,480V,05-20-2025,Decommissioned,High humidity bay installation
EQ-6503,C-1154,X-9000,SN-X9000-23349,02/18/2023,1000,480V,2025-02-17,Decommissioned,Backup unit near loading dock
EQ-6877,C-1241,X-12000,SN-X12000-45777,01/29/2024,1500,600V,2026/01/28,Decommissioned,Backup unit near loading dock
EQ-6639,C-1293,X-12000,SN-X12000-49681,12-12-2022,1500,600V,12/12/2023,In Service,Backup unit near loading dock
EQ-7269,C-1145,X-5000,SN-X5000-73096,2024-05-31,250,240V,05/31/2027,Decommissioned,Primary power grid node
EQ-5371,C-1271,X-12000,SN-X12000-69382,2022/02/17,1500,600V,2025/02/16,Decommissioned,Underground vault 4
EQ-6735,C-1201,X-12000,SN-X12000-93213,2022-01-28,1500,600V,2024/01/28,Standby,Underground vault 4
EQ-5498,C-1503,X-9000,SN-X9000-78287,10-30-2021,1000,480V,2022-10-30,in service,Backup unit near loading dock
EQ-6403,C-1239,X-12000,SN-X12000-76659,2022-04-02,1500,600V,2024-04-01,In Service,Underground vault 4
EQ-6680,C-1221,X-5000,SN-X5000-88971,2022-08-06T00:00:00Z,250,240V,2024-08-05T00:00:00Z,Decommissioned,High humidity bay installation
EQ-5800,C-1223,X-7000,SN-X7000-99857,2023/12/06,500,480V,2024-12-05,in service,High humidity bay installation
EQ-7477,C-1500,X-12000,SN-X12000-21211,09/18/2022,1500,600V,2023-09-18,In Service,Backup unit near loading dock
EQ-5538,C-1347,X-7000,SN-X7000-72852,2022/02/04,500,480V,2025-02-03,Maintenance,
EQ-6603,C-1426,X-5000,SN-X5000-22924,06-28-2022,250,240V,06/28/2023,In Service,Rooftop solar coupler
EQ-7154,C-1086,X-9000,SN-X9000-96435,2023-03-27,1000,480V,2024-03-26,Standby,Underground vault 4
EQ-5232,C-1244,X-9000,SN-X9000-88925,2022/09/01,1000,480V,2023-09-01T00:00:00Z,in service,High humidity bay installation
EQ-6155,C-1387,X-9000,SN-X9000-87286,2023-01-09,1000,480V,01-09-2024,In Service,<p>Backup unit near loading dock</p>
EQ-5239,C-1265,X-3000,SN-X3000-56860,2023/07/05,100,120V,07-04-2024,Standby,Substation B switchgear bay
EQ-7325,C-1302,X-9000,SN-X9000-48028,2022/03/06,1000,480V,2025/03/05,Standby,Backup unit near loading dock
EQ-6808,C-1467,X-5000,SN-X5000-50997,2022/10/24,250,240V,2023-10-24,Maintenance,High humidity bay installation
EQ-7248,C-1040,X-7000,SN-X7000-67295,2023-08-27T00:00:00Z,500,480V,08/26/2024,Decommissioned,NULL
EQ-6037,C-1262,X-3000,SN-X3000-16146,2024-01-03T00:00:00Z,100,120V,01/02/2026,In Service,Primary power grid node
EQ-6513,C-1482,X-9000,SN-X9000-48121,12-11-2021,1000,480V,2024-12-10,in service,Underground vault 4
EQ-5923,C-1338,X-3000,SN-X3000-88142,10/08/2023,100,120V,10/07/2025,in service,Primary power grid node
EQ-6074,C-1025,X-7000,SN-X7000-96486,2021-08-23T00:00:00Z,500,480V,2024-08-22,Decommissioned,Substation B switchgear bay
EQ-5717,C-1056,X-5000,SN-X5000-52894,2023-06-22T00:00:00Z,250,240V,2025-06-21T00:00:00Z,IN SERVICE,Primary power grid node
EQ-6253,C-1277,X-12000,SN-X12000-52859,05/25/2023,1500,600V,2026-05-24,in service,Primary power grid node
EQ-6893,C-1083,X-9000,SN-X9000-13947,2023/01/22,1000,480V,01/22/2024,Standby,Backup unit near loading dock
EQ-6439,C-1244,X-3000,SN-X3000-81777,2021/10/26,100,120V,10-25-2024,in service,   
EQ-6420,C-1222,X-7000,SN-X7000-83530,09/08/2023,500,480V,09-07-2024,Maintenance,Underground vault 4
EQ-6707,C-1296,X-3000,SN-X3000-75135,07/08/2023,100,120V,2024-07-07T00:00:00Z,in service,Underground vault 4
EQ-6283,C-1230,X-7000,SN-X7000-35357,11/26/2022,500,480V,2025-11-25,in service,Rooftop solar coupler
EQ-6383,C-1059,X-3000,SN-X3000-36229,10-10-2021,100,120V,10-10-2022,Decommissioned,Rooftop solar coupler
EQ-7284,C-1171,X-12000,SN-X12000-38973,2023/10/09,1500,600V,10-08-2024,Standby,Substation B switchgear bay
EQ-6966,C-1119,X-3000,SN-X3000-99591,2023-04-13T00:00:00Z,100,120V,2024/04/12,IN SERVICE,Backup unit near loading dock
EQ-6419,C-1298,X-7000,SN-X7000-12180,02/16/2023,500,480V,2025/02/15,Maintenance,   
EQ-5900,C-1261,X-12000,SN-X12000-73591,2023-02-23T00:00:00Z,1500,600V,2024-02-23,In Service,
EQ-7397,C-1394,X-12000,SN-X12000-42669,2021-07-21T00:00:00Z,1500,600V,07-21-2022,Decommissioned,High humidity bay installation
EQ-6766,C-1344,X-7000,SN-X7000-50531,09/04/2022,500,480V,09/04/2023,in service,Backup unit near loading dock
EQ-7486,C-1163,X-5000,SN-X5000-18003,2021/10/18,250,240V,10/18/2023,Maintenance,Backup unit near loading dock
